0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg_pollution,utility,inertia,reliability
10,9,4,4,4,5,1,2,1,2,3,3,3,3,2,3,3,3,2,3,3,2,3,1,3,4,3,3,2,2,2,3,2,2,3,2,3,2,2,3,2,3,2,2,2,3,2,1,3,2,1,2,2,2,3,4,5,5,5,4,9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,9,10,9,8,9,9,9,10,10,10,9,8,9,9,9,9,9,9,0.8827372085121119,0.7507259553008185,0.9696969696969678,0.6300000000000003
10,9,5,4,4,6,1,2,1,2,1,3,3,4,4,3,3,1,2,3,3,3,3,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,1.62146060638706,1.2202017179900468,0.9696969696969678,0.2800000000000001
10,7,6,5,4,6,1,2,1,2,1,3,3,4,3,3,3,1,2,3,3,2,2,2,3,4,3,3,3,3,2,1,1,2,2,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,9,9,9,9,8,9,9,9,9,9,9,9,10,9,1.36731292172384,1.0216634503299449,0.9696969696969678,0.4000000000000002
10,9,5,4,4,4,2,2,1,3,3,3,3,2,2,3,3,2,3,3,2,3,3,2,3,4,5,2,2,3,3,3,3,2,2,1,2,2,3,3,3,3,2,3,3,2,3,2,3,2,3,1,3,4,3,2,2,2,2,2,1,3,2,2,6,2,3,3,0,1,0,6,6,3,1,2,2,3,2,1,2,5,1,9,9,7,7,9,10,9,10,10,9,7,9,8,9,9,9,9,0.3969131098955175,0.5903902049198718,0.8888888888888874,0.8800000000000006
10,7,6,4,4,6,1,3,2,2,2,3,3,4,3,3,3,1,2,3,3,2,3,3,2,3,2,3,1,2,2,2,2,3,2,3,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,10,9,9,8,9,9,10,10,1.3370299094335045,1.0007742247344769,0.9696969696969678,0.4200000000000002
5,6,5,5,4,6,1,2,1,2,1,3,3,4,4,3,2,2,2,3,2,2,3,3,2,2,3,3,2,2,2,3,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,9,10,10,9,10,9,9,9,9,9,9,8,9,9,9,9,9,9,1.4165653650842904,1.0427732362990294,0.9797979797979779,0.37000000000000016
5,6,6,4,4,6,1,2,1,2,1,3,3,4,4,3,3,1,2,3,3,2,3,2,3,3,3,3,2,2,2,2,2,3,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,9,9,8,9,9,9,9,9,9,9,10,9,10,10,1.358167025262288,1.0040122912898506,0.9797979797979779,0.4000000000000002
10,6,5,5,4,6,1,2,1,3,1,3,3,4,3,3,3,1,2,3,3,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,9,9,9,8,9,8,9,9,9,9,9,9,9,9,9,1.667188684067439,1.2622415818345334,0.9696969696969678,0.25000000000000006
10,6,5,5,4,6,2,2,1,2,1,3,3,4,4,3,3,1,2,3,4,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,9,10,9,10,9,9,9,9,9,8,9,10,9,9,8,9,9,9,9,1.6774105644565331,1.27127475318664,0.9696969696969678,0.25000000000000006
10,9,5,4,4,5,1,2,2,2,2,3,3,2,2,3,3,3,2,3,2,2,3,1,3,3,3,3,3,2,2,3,3,2,2,2,3,3,3,3,3,2,2,3,3,3,2,3,3,2,3,2,2,2,2,2,2,3,4,5,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,9,10,10,10,9,9,10,9,9,9,9,10,0.8504953727553599,0.744728081905638,0.9696969696969678,0.6500000000000004
10,6,5,5,4,5,1,2,1,2,1,3,3,4,3,3,4,6,6,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,10,9,9,9,9,9,9,9,8,9,8,9,9,8,8,8,9,9,9,8,1.7335344366041163,1.3212527195569725,0.9797979797979779,0.22000000000000006
10,9,5,4,4,5,1,2,1,3,3,3,3,3,2,3,3,3,2,2,3,2,2,2,3,3,2,2,2,3,2,3,3,2,2,2,3,3,3,3,3,4,2,3,3,2,3,3,3,3,2,2,3,2,3,2,2,2,2,3,2,3,3,2,2,2,2,2,2,3,2,5,5,5,5,5,10,10,10,10,10,10,9,10,10,9,9,9,10,10,10,10,10,9,9,8,9,10,9,9,0.5753325537287316,0.6441383408441743,0.9494949494949477,0.7800000000000005
10,6,5,5,4,6,1,2,1,2,1,2,3,4,3,3,3,1,6,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,9,8,9,10,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,1.7194920850935977,1.3110343379150076,0.9595959595959578,0.22000000000000006
10,9,4,4,4,5,1,2,2,2,3,3,3,3,2,3,2,3,2,3,2,2,3,1,3,4,3,2,2,3,3,2,2,3,2,2,2,3,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,2,3,3,3,2,3,2,2,3,2,2,2,1,1,3,3,1,2,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,9,9,10,10,10,10,10,9,10,9,9,9,9,9,0.6339590754732315,0.6628590854687605,0.9696969696969678,0.7500000000000004
10,7,6,4,4,6,1,3,1,2,1,3,3,4,3,3,3,1,2,3,3,2,3,2,3,2,2,3,2,2,3,2,3,2,3,4,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,10,9,9,9,9,10,10,10,1.3491496330649746,1.010619082912198,0.9696969696969678,0.4100000000000002
10,9,5,4,5,5,2,2,1,2,3,3,3,2,2,2,3,2,3,3,2,2,3,2,3,4,5,2,1,3,3,3,3,2,3,2,3,2,3,3,3,3,2,2,2,3,3,2,3,3,3,1,3,3,2,2,3,2,2,3,1,3,1,3,1,2,3,2,3,1,0,6,2,3,1,2,2,2,2,2,2,6,6,10,9,0,0,9,10,9,10,10,9,8,8,9,9,9,9,9,0.37134015218314714,0.5807102763814084,0.9090909090909075,0.8900000000000006
10,7,6,4,4,5,1,2,1,3,1,3,3,4,3,3,3,2,2,3,3,2,2,3,2,3,3,3,3,2,3,2,2,3,2,3,2,3,4,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,9,10,9,9,10,9,9,9,10,9,10,10,1.3167731120395125,0.9912613999042275,0.9696969696969678,0.4200000000000002
10,9,5,4,4,5,1,2,2,2,2,3,3,3,2,3,3,3,2,2,3,2,3,1,3,3,2,3,3,2,3,2,4,3,2,2,3,2,3,3,3,2,3,2,3,2,2,1,3,2,3,2,3,2,1,3,2,3,2,2,4,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,9,10,10,9,10,10,10,0.8091832711623017,0.7300074935094245,0.9494949494949477,0.6700000000000004
