0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg_pollution,utility,inertia,reliability
9,7,6,4,5,4,3,2,2,2,3,3,2,3,3,3,3,3,3,3,1,3,4,6,4,6,7,7,7,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,9,9,10,10,10,10,9,9,9,8,8,9,9,8,8,9,10,10,9,8,9,8,7,9,8,7,9,7,9,7,9,9,7,8,9,1.594539525289075,1.168342877319968,0.999999999999998,0.2800000000000001
10,6,6,4,4,4,3,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,1,3,4,3,1,3,1,1,6,4,3,1,2,3,3,2,3,3,2,2,3,2,3,3,2,2,3,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,9,9,10,10,10,9,9,9,9,9,10,10,9,9,10,0.9856693512385594,0.8037827652346741,0.9696969696969678,0.5900000000000003
5,6,6,4,5,4,3,2,2,2,2,2,3,2,3,2,3,3,3,3,2,3,3,3,3,2,3,2,3,1,0,6,2,3,1,1,1,3,1,2,5,5,1,1,2,2,2,2,5,6,1,1,2,2,2,3,2,2,1,2,1,2,1,3,1,3,1,2,3,1,2,1,0,1,0,0,1,0,1,0,1,2,1,1,0,8,9,8,9,8,8,9,7,9,9,9,9,8,7,9,0.26644430833344324,0.5063412804643,0.9292929292929276,0.9100000000000006
5,6,6,4,4,4,3,2,2,2,2,2,3,2,3,2,3,3,3,2,2,3,3,3,3,2,3,2,3,1,0,6,2,3,1,1,1,2,1,2,5,5,1,1,2,2,2,2,5,6,1,1,1,2,2,3,2,2,1,2,1,3,2,3,1,3,1,2,2,1,2,1,0,1,0,0,1,0,1,3,1,2,1,1,0,7,9,7,9,8,8,9,7,9,9,9,8,8,7,9,0.25835666966399173,0.4983798359462381,0.9292929292929276,0.9200000000000006
9,7,6,5,4,4,3,2,2,2,2,3,2,2,3,2,3,2,3,3,2,3,3,1,3,4,3,2,3,2,2,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,9,9,9,9,10,10,9,9,9,9,9,9,9,8,9,8,9,8,9,10,9,8,9,1.4705702437030248,1.0917270288914036,0.989898989898988,0.35000000000000014
10,7,6,4,4,4,3,2,2,2,3,3,2,3,3,2,3,2,3,3,2,3,3,2,3,3,3,2,3,1,1,1,1,2,1,2,2,3,2,3,3,2,3,3,3,3,2,3,2,2,3,4,2,2,2,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,9,9,9,10,10,9,10,9,9,9,10,10,9,9,10,0.9686937215601096,0.7894610324484361,0.9696969696969678,0.5900000000000003
9,7,6,4,4,4,3,2,2,1,2,3,2,3,3,3,3,3,3,3,2,3,3,1,2,2,3,3,3,1,2,2,2,3,3,2,1,3,1,3,2,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,9,9,10,10,9,9,9,9,9,9,9,9,8,9,9,9,10,9,9,9,1.20981529044352,0.914377346752268,0.989898989898988,0.47000000000000025
9,7,6,4,4,4,3,2,2,2,2,3,2,2,3,3,3,3,3,2,2,3,3,2,3,3,2,2,3,2,2,1,2,3,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,9,9,10,9,9,9,8,8,9,9,10,9,9,9,1.3384574240262879,1.000803040543352,0.989898989898988,0.4100000000000002
10,7,6,4,4,4,3,2,2,3,2,3,3,2,3,2,3,3,3,3,2,3,3,2,3,3,2,2,3,1,0,5,5,2,2,2,2,2,1,3,3,2,3,3,3,3,1,3,3,3,3,2,3,3,3,2,2,3,2,2,2,2,3,2,2,3,3,2,2,3,1,3,3,2,3,2,3,4,5,10,10,10,10,10,9,10,10,10,10,9,9,9,10,9,9,10,9,9,10,9,0.489506099065779,0.617842693361914,0.9595959595959578,0.8200000000000005
9,7,6,4,4,4,3,2,2,2,2,3,2,2,3,2,3,3,3,3,2,3,3,1,2,3,3,4,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,9,9,10,10,10,10,9,9,9,9,10,9,8,9,8,9,8,9,10,9,9,10,1.517949459072029,1.1322465906715509,0.989898989898988,0.3200000000000001
