b,delta,mean,q,stdev
0.2545327561798688,0.9853339739888826,0.043231266742302425,2.9007808724597566,0.004956397204682634
0.12941492405909313,0.962361552143443,0.035816795266260616,3.2876256773029526,0.0012799717292317193
0.1705373313893763,0.9397018225181583,0.014230558964264188,2.217777440206767,0.0012267571946401087
0.295598024887676,0.9514222013911766,0.046592100281314275,4.338511608528693,0.0029062811314924664
0.30100379279228395,0.968940920856009,0.01288852447760179,2.055400678802317,0.002646632080330394
0.1880034846220099,0.9534044810553064,0.021268241922727978,2.4016888058468124,0.003914432453199423
0.3424836351938069,0.9598698453846599,0.019737676340344422,3.800729272757172,0.0016164166201045732
0.29443243520510237,0.9726163532796234,0.024934284687548117,3.739865950628886,0.00114195901606718
0.34792300626917816,0.9872270292118239,0.012959193583760058,3.2600040794472056,0.002123547694721107
0.24238686710319132,0.9577284042396866,0.0351156975101122,3.230498788799151,0.0023185023866544923
0.29758372504922315,0.9759407665221383,0.04422557771386578,4.18925772956774,0.001772679545823898
0.1345201116394201,0.9731454519476964,0.023096419382710107,2.696768871220704,0.0028178656280006065
0.13526892355573358,0.9796169398961184,0.03161661741973368,4.160369042874642,0.003838446698027364
0.15734362069755148,0.9852103934046295,0.020553633123606918,3.668958580991732,0.0036547576149211056
0.23850873267676553,0.9713704422551627,0.03623177671683704,3.0450007271868014,0.004376053954786616
0.3379314614430942,0.9383430417967514,0.025302923275586194,3.6782324959385013,0.0025369816251504694
0.36962651965766546,0.9549708327628591,0.03833679152016867,2.944852801262958,0.003324996914335389
0.2712253101644658,0.9793955003284238,0.040975032784197264,2.324972137798417,0.0015033257432663545
0.2238688890594574,0.939460602381832,0.013885626753899783,2.2363937324155367,0.0028504952531227565
0.29385169796113,0.9356938652334914,0.027157365845830346,2.326587991779682,0.002107202116467576
0.33252439017706226,0.950703767155734,0.017925468278377432,2.285389752602403,0.004014910319388139
0.3521938000563999,0.9580103991861215,0.03025905723062179,3.3643347116302595,0.004847673845551181
0.30359685530307595,0.9601504213553591,0.015161107210002326,3.517843247838574,0.004061880629505313
0.30392046149466734,0.9497377009022755,0.0211205011021898,3.952110065808416,0.0014572034882994822
0.4056547962001228,0.9555087450804677,0.029574839089685917,4.366511217312016,0.0037301463572131915
0.23969360246326263,0.9638821620330447,0.036844765173877775,3.716719468773699,0.004646408669518437
0.1372167590838694,0.967425636961451,0.03120323946504694,2.5320742846505437,0.0048189863464950305
0.11781593418010552,0.9852891426778795,0.04079509871931053,2.2572857806824724,0.004469503815969576
0.32443994764455664,0.9419971015481874,0.046102558565432626,2.922906868327796,0.004753475732564847
0.33508070904378406,0.9842173300608063,0.020681152910787835,2.5279484373794308,0.0019261805119238154
0.1447057959828595,0.9464211959780245,0.04830545313422001,3.2971801663603646,0.0024048037092240827
0.10912929580758418,0.9860933160426375,0.021313784490479482,3.9831692806559076,0.004406175713895408
0.26074955505240816,0.9831321576926734,0.04814481907129686,3.9291880761341833,0.0012148266921765327
0.3221315824797442,0.9786131991209309,0.03898971935164531,3.8500608376480674,0.0038645406536881675
0.18281727996470043,0.9767829557990384,0.03821853345954592,3.4563665234500487,0.0013494225035319955
0.2311936584331122,0.9363291416599593,0.014986174298098873,3.3070030471583554,0.0046189710415244
0.3100567226409706,0.9518348863333951,0.033317121456719875,2.0017682731533055,0.00421135076401436
0.2589545377495661,0.9805389803257477,0.027065686035236278,3.5271561240186196,0.0019707215482504467
0.2254340097278272,0.9867881037175599,0.013120342274903146,2.898102833765397,0.003370153941430782
0.41863395845724816,0.9636462075938372,0.019217562251517092,2.44255874975296,0.004785395734779188
0.3287212900383971,0.9752779793025146,0.0429646434980661,4.305597803777967,0.00315218835539568
0.3088323347279399,0.9815025341040983,0.010482444288600554,3.1017773659445504,0.003604217307759103
0.2613267506117723,0.9332995089581085,0.0459197844005262,3.577766244872685,0.0040462650468526045
0.1783200713172532,0.9757226421822931,0.03915988445564416,4.041275983969789,0.0014942021419899368
0.227719860992626,0.9557803943231508,0.03586748841127157,2.8236027226466316,0.0032516999155667763
0.4189632119668637,0.9773115927815675,0.04968552339441792,3.0086467834572015,0.0018776231391580463
0.32976781600500593,0.9664304510410429,0.029314937138357346,3.926082831904252,0.00425907397629774
0.26959099331921954,0.9770831452283157,0.046637003215478576,4.065588196012712,0.002047078635211789
0.19809956946113377,0.9468420304871066,0.027591598429396638,4.239191710821309,0.004677134775809371
0.3079993107663183,0.9664157588292366,0.025551811977673564,4.292828803885012,0.002732658586469274
0.4377597995780408,0.9817563750586518,0.024833985491544718,4.236601891277148,0.0026411599005741384
0.2507713604267881,0.9362161758665177,0.017433431280234488,3.574364768762061,0.0045799429922664114
0.3546105745302265,0.9649504172222478,0.018839835633994637,2.434449447850382,0.004285784573999448
0.3582407712704083,0.9893902361894625,0.011211055054147575,2.6707591140209175,0.0033044289381121772
0.3152363623663709,0.9692157341612284,0.03401528952031441,3.527968247321603,0.0043856934836449795
0.44654015016051396,0.9753663807086576,0.02203138833515922,2.856999041386705,0.0014096447225085593
0.3473514581468641,0.9665750924674952,0.023335350302362966,2.396807354752296,0.003333401499375737
0.35851077027955736,0.9588018913519368,0.01659210166276971,3.731426505576377,0.00454220816329095
0.44511994125725185,0.9391774148801215,0.03759840013237155,3.2164679927881497,0.0037223816569666173
0.21744728249356482,0.9612901239046799,0.03230515809156323,3.434941007335553,0.0022759505485546124
0.11909303659871132,0.9463271239809319,0.010386446730486196,3.1856418422630943,0.0023276630994843272
0.21666995682734264,0.981559103491496,0.02317309405299178,2.8850215857007533,0.0011696571718460983
0.2783879119477086,0.9832205907504227,0.045803472419151614,4.324916875348483,0.0029383832509892746
