b,delta,mean,q,stdev
0.13646431694946626,0.9526393370012859,0.03852744609128785,2.404289448121388,0.0022287380739273244
0.17008489867267695,0.9309012972512701,0.014116653014917376,3.4592218773259966,0.0025840880319494067
0.342921875404986,0.9614462384227752,0.030000304361738818,3.550835078151274,0.003202279000828785
0.3889897530008164,0.9633676068332683,0.018855333722297574,3.6906787511897026,0.0012225465706931225
0.20880148658814598,0.9866232317279425,0.013648755273892043,3.538369707913243,0.003422061325567007
0.394213403184681,0.958131017593318,0.02389902586192571,3.2461802207202854,0.003333709351696301
0.4121688909780269,0.9551324386719362,0.016405493151198405,2.39872584538682,0.0017071899368809847
0.36862310877692284,0.9377664537271352,0.03882445174928638,3.194058297818808,0.0048293212083850455
0.22963531978093066,0.9357840976215915,0.018068477083920984,3.8263906708125726,0.0035401245614595754
0.4354276404919747,0.956466497030376,0.016927009957904953,3.772446821833209,0.002524901313859622
0.22465491598800896,0.9475463775789955,0.04744000821489003,3.035505192038733,0.0013577402243887377
0.3020750689056135,0.9394295468226207,0.015202574327052888,2.968759454556443,0.0011365895017872375
0.16174462363631095,0.9301390187960665,0.02862069903724692,4.232668476170602,0.00296179495271763
0.30387966152205054,0.9602932561561031,0.041966743422756754,3.7031675220649145,0.002601564363231768
0.28328539809314845,0.9707139307006678,0.02335014321624937,2.3712510768864243,0.0010995941862041406
0.25298432318566894,0.9598038504517734,0.010814203420659703,4.125883434136727,0.0026521862398814237
0.3122729649667889,0.9787518036218662,0.014982786868972866,4.4669356381740695,0.003453181854647783
0.21877049220683825,0.9320007256711993,0.04158670245306769,3.990110712196258,0.0037836490023988698
0.23983873787503274,0.981433592541383,0.039622408811145524,2.0945650390675343,0.004528535567431864
0.19659840941290324,0.9797635585462894,0.026412714508031808,3.2576638112191776,0.0014637312923669603
0.3450589772127304,0.9823713856417318,0.04409203106593129,2.921736848675711,0.0040008277584409006
0.1815880246156823,0.982010527270137,0.04921462620852,2.4782638288046974,0.0033082608366274166
0.4007575750445701,0.9499237552958432,0.012694240687101246,2.6359834969956357,0.004246692916271205
0.10394241004714513,0.9380404545620954,0.049834275899335215,2.0548833679020393,0.00466515877362894
0.2547141083484078,0.9643632990770302,0.01991667357552624,3.8597038734968354,0.002886423898458391
0.2061388251107707,0.9870075927694489,0.04056499203265062,4.430975394447484,0.0038943176264143145
0.2502073081652887,0.9335729290154947,0.03947380745047204,3.3377790233955373,0.00308075196866666
0.10296610801212275,0.9863329182474994,0.03212432554649519,2.682743791203481,0.002439276661541195
0.11763109614261613,0.9679682138072409,0.026088234764167315,3.303983791088947,0.0016227169124929251
0.3166630526289632,0.9882114624863506,0.0410943940246769,4.357812594244611,0.0026910270463403945
0.14736254559274217,0.9473685752955416,0.017461401120726975,3.3645009769408256,0.004899296564852463
0.3848869534893209,0.967136609173108,0.011905835904212654,4.318933436032088,0.002388604313983777
0.3922324356600905,0.9315379118374675,0.03154384072953342,2.8081160810501435,0.0015265552162895026
0.14030511126982795,0.9779508556194709,0.033659189220427425,4.286806028537672,0.003925509315726295
0.17768444964051894,0.936090135820761,0.020113544791209567,2.786520958615736,0.00283222572526651
0.227836621765633,0.9662147542152717,0.03335059982760503,4.019309691497263,0.004924224427862894
0.1315749586146523,0.9891720219404124,0.022301939125723685,3.898151178584601,0.001983181412562535
0.4245742884571141,0.9534890373733774,0.01018426197851978,4.03179169605416,0.0033649441815009774
0.37671977586243566,0.9785580056904124,0.030797546403149384,3.0182075371116115,0.004189264879718625
0.32795736100158757,0.9417993479017029,0.04885096402665196,2.7085062622245024,0.003002901664332948
0.34980789816679986,0.9487670944618016,0.01597679573300046,2.8468677949197017,0.0038171568731856834
0.18989740865439053,0.9412046626761215,0.03281592129344215,3.5980587513146274,0.00435261094564545
0.15304951558338295,0.9756154863129678,0.024909225307141063,3.3917233685452226,0.004402528074513246
0.29340846648445496,0.9505901557745784,0.03462592806294493,2.7326332150222354,0.0031552073778080086
0.439708153344454,0.965194131715281,0.024026050722165855,2.0192799586735997,0.001775382946307539
0.1929091851922062,0.9729051436107428,0.0217509684107938,2.5735346405844184,0.0030460127229685495
0.37251477163225566,0.9348815621021296,0.022750800765869553,3.156853741974131,0.00319292658402374
0.4266497690343194,0.938938391972239,0.025279758916774184,3.091569851427971,0.0010360715428872503
0.2813766181156776,0.9590889049390549,0.026985817025716,2.651538161067722,0.001822124647259712
0.24160644526381747,0.9494061591538546,0.04791529949342128,3.608201502645454,0.004155697541152889
0.29178057844326455,0.9639090881336466,0.046535788622701045,2.7742406115701046,0.0020588240875640852
0.4197410412022906,0.9877873121468371,0.04839967035077314,4.068216353059763,0.0046355335613174975
0.35773776571943083,0.9563402211037888,0.03667185238795709,3.496858724801455,0.004719654730717747
0.2883530574194041,0.9572772056430946,0.021407525179561956,2.2367222931069106,0.004997177362448
0.21342716501246067,0.9771783280796145,0.019269827388850157,2.447325939314806,0.0024418759612979714
0.44669734837481634,0.9754174462909695,0.018441110140347248,4.206034083718469,0.004060822337497763
0.4173506881224146,0.9583005854386768,0.022932052503752326,3.944208065716469,0.0038527367894885165
0.168868511973186,0.9510760352539798,0.025961716567066938,2.3464155142359635,0.0021723980134885417
0.37589139244194303,0.967476786195839,0.0274398707839726,2.6151814044065627,0.0027995574653355663
