0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,utility,reliability
10,9,6,5,3,1,3,5,0,4,1,2,4,0,6,3,3,3,2,0,2,5,3,2,2,4,2,3,2,1,1,8,0,2,4,5,1,2,3,2,2,2,2,5,2,2,3,2,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.8714511272388624,0.5353535353535355
10,10,4,5,5,1,1,4,1,5,2,2,3,3,0,2,5,3,2,4,2,3,2,2,2,4,2,1,5,5,2,2,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.0921337716793178,0.3636363636363638
10,10,5,5,5,1,0,5,1,5,1,2,3,2,5,0,2,3,2,4,2,2,2,5,2,4,2,0,5,1,2,3,1,3,5,2,2,3,5,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9925203929988057,0.4343434343434346
10,8,6,5,4,1,3,5,0,4,1,2,4,0,6,5,0,3,3,0,2,5,3,2,2,4,3,2,3,1,1,8,0,2,4,3,2,3,3,2,2,2,3,5,0,3,1,5,3,3,0,2,3,2,3,5,0,2,3,3,3,5,5,0,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7283368834222013,0.6868686868686863
10,10,5,5,5,1,1,3,1,5,2,2,4,3,1,3,2,0,2,4,3,3,5,5,1,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.2093177835456903,0.29292929292929304
10,9,6,5,5,1,1,2,2,3,5,2,2,3,0,3,5,2,2,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,9,10,1.3021505261926745,0.24242424242424251
10,10,5,5,5,1,1,5,1,5,2,3,2,0,7,0,5,1,2,4,2,2,2,2,1,4,2,0,5,6,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.1077698805483096,0.3535353535353537
10,9,6,5,3,1,3,5,0,4,1,2,4,0,6,3,3,3,2,0,2,5,3,2,2,4,2,3,2,1,1,8,0,2,4,5,1,2,3,2,3,2,2,4,2,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9053670934067767,0.5050505050505053
10,9,6,5,4,1,3,5,0,4,1,3,4,1,5,2,2,3,2,0,2,2,3,5,2,4,2,3,2,1,1,5,2,2,3,5,1,2,2,2,3,3,3,5,5,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.9163911217527195,0.49494949494949525
10,10,5,5,5,1,1,2,2,2,5,2,3,3,0,3,5,6,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.340922386030643,0.2222222222222223
