0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,utility,reliability
10,9,6,4,6,1,1,3,3,0,6,3,4,1,2,2,3,2,3,2,5,3,1,3,1,4,2,0,4,5,1,1,5,2,5,2,2,1,1,2,5,3,2,2,5,4,1,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,8,0.8917558766691157,0.5151515151515154
10,9,6,3,6,1,1,3,3,0,6,3,4,1,2,2,3,2,3,2,5,3,1,3,1,4,2,2,4,5,0,1,5,2,5,2,2,2,1,2,5,2,2,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,8,0.9264531197484113,0.48484848484848514
10,9,7,3,6,1,0,3,3,0,7,2,4,1,2,3,4,2,2,3,5,1,1,0,7,2,2,0,4,2,3,1,4,3,5,1,5,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,1.0174795412808373,0.41414141414141437
10,9,6,3,6,3,0,3,3,0,6,3,3,1,2,2,3,2,2,4,5,2,1,0,5,3,2,1,2,5,5,1,2,2,5,0,8,2,2,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,0.9904658995147659,0.4343434343434346
10,9,6,4,6,1,1,2,3,0,6,3,4,1,2,2,3,2,3,2,5,3,1,3,1,3,2,2,4,5,1,1,5,2,5,2,2,1,1,2,5,2,2,6,6,1,1,2,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,0.8806061658633237,0.5252525252525254
10,9,6,4,6,1,1,3,3,0,6,3,4,1,0,3,3,2,3,2,5,2,1,2,1,4,5,0,4,5,2,1,4,3,2,2,5,2,1,2,5,2,4,2,5,0,1,4,1,6,2,2,1,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,0.8266993391442644,0.5757575757575757
10,8,6,6,6,0,1,2,3,0,6,3,5,0,1,3,3,2,3,2,5,5,1,1,1,5,3,0,2,5,3,1,4,2,3,2,6,3,2,2,4,0,4,2,2,4,0,3,1,5,2,2,2,4,2,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.806616801827324,0.5959595959595958
10,8,7,5,6,0,1,2,3,0,6,3,5,0,1,3,3,2,3,2,5,5,0,1,2,4,3,0,2,5,4,1,3,2,3,3,5,2,2,2,4,0,4,2,2,4,0,3,1,6,2,2,2,3,2,2,2,5,4,5,1,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7531672822527796,0.6565656565656561
10,8,7,5,6,0,1,2,3,0,6,3,5,0,1,3,3,2,3,2,5,5,1,1,2,4,4,0,2,5,3,1,3,2,3,2,6,2,1,2,4,0,4,2,2,4,0,4,0,6,2,2,1,3,2,2,1,5,3,5,2,5,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7355149803662944,0.6767676767676762
10,8,7,5,6,0,1,2,3,0,6,3,5,0,1,3,3,2,3,2,5,5,0,1,2,4,3,1,2,4,4,1,3,2,3,3,5,2,2,2,5,0,4,2,2,4,0,3,1,6,2,2,2,4,2,2,2,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7802686579638419,0.626262626262626
10,8,7,5,6,0,1,2,4,0,6,3,5,0,1,3,3,2,3,2,5,5,0,1,2,4,3,1,2,4,4,1,3,2,0,3,5,2,2,2,4,0,4,2,3,4,0,3,1,6,2,2,2,4,2,2,2,5,4,2,1,2,10,1,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7267324823928527,0.6868686868686863
10,8,7,5,6,0,1,2,3,0,6,3,5,0,1,3,3,2,3,2,5,5,0,1,3,4,3,1,2,4,4,1,3,2,3,2,5,2,2,2,4,0,4,2,2,4,0,4,0,6,2,2,2,4,2,2,2,5,4,5,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7621741310503022,0.6464646464646461
10,9,7,5,5,0,1,2,3,0,6,3,5,0,1,3,3,2,3,2,5,5,0,1,2,4,3,1,2,5,3,1,3,2,3,3,5,2,2,2,4,0,4,2,2,4,0,4,0,6,2,2,2,4,2,2,2,5,4,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7714800654450805,0.636363636363636
10,9,8,2,5,3,0,3,3,0,7,2,3,1,2,3,2,2,2,2,5,1,2,2,2,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,8,10,10,1.1709999561416053,0.31313131313131326
10,9,7,5,5,0,1,2,3,0,6,3,5,1,2,3,3,2,3,2,5,2,1,1,1,4,3,1,2,5,3,1,4,2,2,3,5,2,2,2,5,3,2,2,2,3,0,3,0,6,5,2,2,4,2,5,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,0.7979210433170932,0.6060606060606059
10,10,6,3,6,1,1,3,3,0,6,3,4,1,2,2,3,2,3,2,5,3,1,3,1,4,2,1,4,5,0,1,5,2,5,2,2,1,1,2,5,2,2,2,5,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,0.9160276792332392,0.49494949494949525
10,9,7,3,6,1,0,3,3,0,6,3,3,1,2,3,3,2,3,4,6,1,1,3,2,3,2,1,2,5,1,1,5,2,5,0,6,2,2,3,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,0.9777942983290676,0.4444444444444447
10,9,6,4,6,1,1,2,3,0,6,3,4,1,2,2,3,2,3,2,5,3,2,3,1,4,2,1,4,5,2,1,4,2,2,2,5,1,1,2,5,2,4,1,5,1,1,2,2,9,3,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,0.8588430359856021,0.5454545454545455
10,9,9,0,6,5,1,0,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.5710108252980803,0.1212121212121212
10,9,6,5,6,0,1,2,3,0,6,3,5,0,2,2,3,2,3,2,5,2,1,2,1,5,3,3,2,5,0,2,4,2,3,2,5,3,2,2,5,0,5,2,2,3,1,3,1,5,5,3,1,5,2,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,0.8173499491566839,0.5858585858585857
10,9,6,4,6,1,1,2,3,0,6,3,4,0,3,3,3,2,3,2,5,2,2,2,1,5,2,3,1,5,2,1,5,2,2,2,5,2,1,2,5,1,4,2,5,1,1,2,1,6,4,3,4,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,0.8379110700700875,0.5656565656565656
10,9,9,3,2,5,0,0,8,0,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.5213093138114637,0.1414141414141414
10,9,7,2,6,3,0,2,3,1,7,2,3,1,1,3,4,2,2,5,2,3,2,0,2,5,1,3,4,4,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,1.122481895979974,0.3434343434343436
10,9,9,3,0,5,0,0,8,1,5,3,5,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,1.4505637858086244,0.17171717171717174
10,9,6,4,6,1,1,3,3,0,6,3,5,1,2,2,3,2,3,2,5,2,1,2,1,4,2,1,3,5,1,1,4,2,5,2,2,1,1,2,5,2,5,2,5,0,5,3,2,5,3,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,0.8472495856440001,0.5555555555555556
10,8,6,6,6,0,1,3,4,0,5,2,5,0,0,3,3,2,3,2,5,5,0,2,1,3,5,0,2,5,5,1,4,2,1,1,6,2,2,2,5,0,4,2,5,2,1,3,1,6,1,1,1,5,2,2,1,2,4,5,1,2,5,0,2,2,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.6954495511939184,0.7272727272727265
10,9,7,2,6,3,0,2,3,1,7,2,4,1,1,2,4,2,2,5,2,3,3,0,3,2,2,3,3,4,5,1,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,8,10,10,1.0910276184325094,0.3636363636363638
10,8,7,5,5,0,1,3,3,0,6,3,5,0,1,3,3,2,3,2,5,5,0,3,1,4,3,0,2,5,4,0,3,2,1,3,5,3,1,2,4,0,4,2,2,7,0,3,1,6,2,1,1,4,2,3,2,2,4,2,0,2,5,5,3,1,2,5,5,3,1,6,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,0.6730331604135776,0.7575757575757567
10,9,9,0,2,4,1,3,4,0,3,2,4,5,2,5,3,3,0,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,1.3211768725177115,0.2323232323232324
10,8,6,6,6,0,1,3,4,0,5,2,5,0,0,3,3,2,3,2,5,5,0,2,1,3,5,0,2,5,5,1,4,2,1,1,6,2,2,2,5,0,4,2,5,2,2,3,1,6,1,1,1,5,2,2,1,3,4,5,1,2,5,0,2,3,5,5,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7034196256849596,0.7171717171717165
10,9,7,3,6,1,0,3,3,0,6,3,4,1,1,3,3,2,3,3,6,1,1,2,2,3,3,2,4,5,0,1,5,2,5,0,2,2,2,4,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,0.9650780491627805,0.4545454545454548
10,9,7,3,5,3,0,3,2,0,7,2,3,1,2,4,2,2,2,3,5,1,2,1,2,4,4,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,1.1552229380358736,0.32323232323232337
10,9,9,3,2,4,1,3,4,0,4,2,4,1,2,6,3,3,0,6,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,1.29995211024618,0.24242424242424251
10,9,7,3,5,2,0,3,2,1,6,2,4,1,2,3,4,2,2,5,2,1,1,2,4,5,2,3,2,2,5,2,5,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,1.0769145438523562,0.3737373737373739
10,9,8,2,2,3,1,3,4,0,7,2,3,1,2,3,2,3,2,6,2,1,3,2,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,1.2066529916670639,0.29292929292929304
10,9,7,3,5,2,0,3,2,0,7,2,4,1,2,2,4,2,2,5,5,2,1,1,5,2,2,2,3,1,3,2,5,2,5,5,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,1.0461576544669708,0.39393939393939414
10,9,9,0,5,5,0,0,4,1,6,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.497733045508475,0.15151515151515152
10,10,9,6,5,10,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.6709521949434196,0.08080808080808081
10,10,9,7,10,10,8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.7036526999328494,0.060606060606060615
10,8,6,5,6,0,1,3,4,0,6,2,5,0,0,3,3,3,3,1,5,5,1,2,1,4,2,0,2,5,5,1,3,2,1,2,5,2,2,2,5,0,4,2,5,3,1,3,1,6,1,2,1,4,2,2,2,2,3,5,2,2,5,1,5,3,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.7104033654316392,0.7070707070707064
10,9,8,2,2,4,1,3,4,0,7,2,3,1,2,3,2,3,2,6,5,2,3,3,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,1.2242377417023849,0.28282828282828293
10,9,9,4,1,2,0,0,7,0,2,2,3,5,3,0,3,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,1.3397277057232517,0.2222222222222223
10,9,7,3,6,2,0,3,3,0,7,2,4,1,2,2,4,2,2,2,5,1,1,1,5,2,2,5,3,2,3,2,4,2,5,1,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,1.0319906523292761,0.40404040404040426
10,9,8,3,2,3,1,3,4,0,4,2,3,1,2,5,4,3,1,1,5,0,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,1.2448501849537044,0.2727272727272728
10,9,6,4,4,4,1,2,4,1,0,2,3,5,2,3,5,2,1,2,6,3,5,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,1.2635965060069776,0.2626262626262627
10,9,10,0,2,5,0,7,1,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.547032342367681,0.1313131313131313
10,9,8,2,5,3,0,3,4,0,7,2,3,1,2,3,3,2,2,2,5,0,3,2,2,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,8,10,10,1.1896645679880815,0.30303030303030315
10,10,10,6,10,9,7,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.6965704792221934,0.07070707070707072
10,9,9,0,5,10,7,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.6479160890764066,0.09090909090909091
10,9,7,3,5,2,0,3,2,1,6,2,4,1,2,3,4,2,2,5,2,1,1,1,5,5,2,3,5,1,2,2,5,1,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,1.0607377205590929,0.38383838383838403
