utility,reliability
0.7538370494336898,0.5353535353535355
0.8086766043839227,0.5050505050505053
0.8150983143753695,0.48484848484848514
0.7905324528397236,0.5151515151515154
0.7322116870608206,0.5555555555555556
0.7403474218389201,0.5454545454545455
1.4100713061115113,0.1212121212121212
1.0660875828214555,0.30303030303030315
0.8497328944056673,0.4646464646464649
0.5491323179887287,0.818181818181817
1.4468555102004939,0.1111111111111111
0.7216312772369159,0.5656565656565656
0.9003494719538577,0.4242424242424245
0.8303895211527069,0.47474747474747503
1.4969960981517831,0.09090909090909091
0.9347226110144459,0.39393939393939414
1.3538914745343162,0.1414141414141414
1.347268342717797,0.15151515151515152
0.5678852546437545,0.5858585858585857
1.5253603246014737,0.08080808080808081
1.197583756675066,0.2222222222222223
0.7761113335082738,0.5252525252525254
1.1583386307971448,0.24242424242424251
0.8541878384167165,0.4545454545454548
1.456661717879564,0.10101010101010101
1.2175837566750658,0.21212121212121218
1.0965400878403708,0.2727272727272728
1.305793195642017,0.20202020202020207
1.5524130606014739,0.07070707070707072
0.5590595976046558,0.6060606060606059
1.099535364374756,0.2626262626262627
0.5235176372838676,0.999999999999998
1.5564130606014739,0.060606060606060615
1.0046545391783948,0.32323232323232337
